CTID,C000,EMP_DEN,CA01,CA02,CA03,CE01,CE02,CE03,NS01,NS02,NS03,NS04,NS05,NS06,NS07,NS08,NS09,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17,NS18,NS19,NS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
17031010502,134,3.006431594,55,52,27,68,51,15,0,0,0,1,0,3,3,0,15,0,11,8,0,2,1,3,0,83,4,0,104,10,0,18,0,2,114,20,12,26,27,14,67,67
17031010503,209,4.353481793,53,100,56,62,101,46,0,0,0,0,0,1,66,0,0,27,0,4,0,0,76,11,2,0,22,0,177,17,2,7,0,6,180,29,17,29,45,65,83,126
17031010600,803,6.565296698,231,431,141,233,434,136,0,0,0,3,1,0,186,0,0,0,10,13,0,11,37,402,37,53,50,0,535,190,3,61,1,13,718,85,92,171,156,153,337,466
17031010701,523,4.925620178,61,366,96,99,241,183,0,0,0,1,0,3,1,453,0,0,4,11,0,2,0,42,0,3,3,0,390,99,3,21,3,7,487,36,55,159,150,98,300,223
17031010702,1765,19.97622172,265,1097,403,1221,480,64,0,0,0,0,3,4,63,3,0,26,3,19,0,3,21,1528,0,72,20,0,1406,172,15,106,11,55,1549,216,287,332,401,480,584,1181
17031020100,2384,23.45526168,290,1418,676,1664,622,98,0,0,0,2,3,17,12,0,0,38,15,6,0,86,56,2032,0,107,10,0,1045,149,14,1124,3,49,2169,215,376,405,503,810,710,1674
17031020200,874,2.84779442,194,480,200,378,348,148,0,0,0,20,21,15,158,11,1,16,19,45,0,16,11,323,0,188,30,0,549,205,5,93,3,19,690,184,141,170,188,181,380,494
17031020301,794,3.89213549,121,430,243,175,366,253,0,0,0,4,11,5,7,22,4,1,27,8,27,7,7,489,6,7,162,0,584,155,2,47,1,5,732,62,73,130,228,242,263,531
17031020302,709,4.483594883,180,360,169,169,351,189,0,0,0,4,2,0,97,1,5,23,11,38,0,6,0,455,2,43,22,0,462,150,0,84,2,11,589,120,84,115,152,178,310,399
17031020400,237,1.726784415,55,123,59,66,114,57,0,0,0,5,1,0,4,0,0,30,0,9,0,75,3,57,1,38,14,0,189,24,0,23,0,1,144,93,41,54,45,42,109,128
17031020500,477,2.501502355,77,286,114,98,238,141,0,0,0,0,0,24,33,12,37,102,3,0,0,22,0,219,6,10,9,0,251,134,2,80,0,10,420,57,57,90,105,148,202,275
17031020601,413,2.826398737,46,203,164,108,194,111,0,0,0,16,25,3,72,0,0,16,4,24,0,4,12,209,1,17,10,0,331,31,0,42,0,9,359,54,49,76,95,147,166,247
17031020602,1468,12.07390246,292,921,255,231,354,883,0,0,0,9,0,29,213,0,3,97,8,845,0,44,3,95,0,75,47,0,833,162,13,435,3,22,1306,162,142,240,279,515,810,658
17031020701,743,5.084286386,142,411,190,409,215,119,0,0,0,9,13,1,85,0,5,9,10,10,0,26,2,502,0,54,17,0,500,79,0,156,1,7,656,87,89,138,179,195,283,460
17031020702,702,3.610340183,152,357,193,222,350,130,0,0,0,3,0,0,128,7,0,41,10,12,7,25,8,292,3,114,52,0,451,101,3,136,1,10,606,96,86,136,146,182,286,416
17031020801,689,4.250740289,144,372,173,156,304,229,0,0,0,25,58,12,88,41,7,28,60,21,0,59,42,174,0,47,27,0,485,79,1,109,1,14,551,138,112,107,155,171,353,336
17031020802,1526,9.589035974,218,851,457,903,509,114,0,0,0,3,4,6,105,2,0,3,14,77,0,28,23,1063,0,97,101,0,910,174,11,383,8,40,1389,137,199,272,334,503,534,992
17031020901,285,2.368682995,53,174,58,118,117,50,0,0,0,17,7,30,66,2,0,32,2,0,0,2,1,112,1,11,2,0,184,19,0,75,2,5,225,60,52,45,58,77,139,146
17031020902,1519,12.21575238,430,801,288,494,739,286,0,0,0,4,0,1,279,4,8,8,15,4,0,1,0,1085,17,37,56,0,958,446,9,78,2,26,1298,221,162,315,368,244,548,971
17031030101,384,6.5278756,91,198,95,88,172,124,0,0,0,22,0,0,40,0,3,8,53,17,0,6,78,25,0,46,86,0,302,43,2,31,0,6,322,62,43,63,86,101,189,195
17031030102,494,9.972674132,111,254,129,139,195,160,0,0,0,2,4,2,66,47,0,0,42,12,0,0,2,213,1,75,28,0,294,115,1,77,1,6,436,58,58,71,119,135,234,260
17031030103,350,7.537326198,102,157,91,134,89,127,0,0,0,0,0,0,8,0,0,0,0,12,0,0,234,2,17,56,21,0,288,36,0,22,0,4,303,47,32,67,64,85,117,233
17031030104,4385,98.0280686,433,2582,1370,828,1218,2339,0,0,0,0,8,1,3,0,0,0,9,7,0,6,4212,19,2,105,13,0,3539,426,12,352,2,54,4086,299,219,606,1049,2078,1959,2426
17031030200,844,5.126881294,198,420,226,299,267,278,0,0,0,26,20,9,73,0,38,23,12,76,0,23,0,134,5,228,71,106,574,172,11,72,2,13,707,137,94,151,171,230,348,496
17031030300,217,2.795342882,54,113,50,86,99,32,0,0,0,0,0,3,23,3,0,0,7,0,0,16,15,64,8,55,23,0,171,15,2,27,1,1,168,49,27,46,40,50,100,117
17031030400,418,4.882031206,94,217,107,115,194,109,0,0,0,0,104,16,8,0,0,14,11,11,0,0,0,39,10,129,76,0,322,29,6,53,0,8,332,86,44,88,103,89,219,199
17031030500,616,4.03284644,162,301,153,216,294,106,0,0,0,4,2,1,212,2,1,3,0,19,0,5,72,131,31,116,17,0,409,124,4,61,0,18,518,98,78,129,130,117,257,359
17031030601,224,3.585262291,44,133,47,49,120,55,0,0,0,0,1,0,13,2,0,0,9,7,0,0,30,133,0,0,29,0,98,100,1,16,0,9,204,20,32,57,60,31,101,123
17031030603,282,9.837944714,96,146,40,85,116,81,0,0,0,0,0,0,94,0,0,14,38,2,0,0,0,0,18,85,31,0,214,43,2,20,0,3,237,45,32,52,52,50,166,116
17031030604,2709,38.63549995,471,1508,730,369,942,1398,0,0,0,1,0,0,0,1,0,0,9,18,0,5,2,2510,0,77,86,0,1685,233,15,723,8,45,2247,462,213,397,667,961,783,1926
17031030701,662,38.3383866,144,403,115,185,243,234,0,0,0,0,0,0,26,0,0,12,4,30,9,6,1,247,1,317,9,0,451,156,3,40,0,12,558,104,86,130,160,142,329,333
17031030702,348,169.7022793,103,172,73,59,156,133,0,0,0,9,0,0,2,0,0,0,0,14,259,1,0,6,0,0,57,0,279,43,0,22,1,3,280,68,43,57,80,65,220,128
17031030703,588,12.0003336,200,262,126,260,226,102,0,0,0,0,4,0,374,0,0,21,0,17,0,1,0,83,0,58,30,0,417,97,1,65,2,6,494,94,58,115,138,77,267,321
17031030706,353,2.454770806,65,188,100,109,140,104,0,0,0,3,4,24,22,1,1,0,164,40,0,0,1,21,37,15,20,0,258,66,2,21,1,5,271,82,46,85,77,80,225,128
17031030800,948,6.761188192,198,573,177,217,410,321,0,0,0,6,0,37,113,0,9,14,10,213,0,14,29,154,10,283,56,0,723,129,7,75,1,13,806,142,121,180,209,240,498,450
17031030900,813,8.049722365,254,393,166,286,350,177,0,0,0,3,46,35,139,0,2,24,11,83,0,0,84,45,0,324,17,0,677,70,7,40,2,17,678,135,100,127,171,161,387,426
17031031000,1304,12.41971528,233,706,365,309,463,532,0,0,0,2,66,184,84,24,1,8,19,69,0,7,19,626,7,136,52,0,815,178,13,270,1,27,1117,187,175,219,297,380,620,684
17031031100,1265,9.308218259,254,703,308,551,498,216,0,0,0,0,5,27,52,16,14,12,8,33,0,50,176,526,61,191,94,0,799,166,3,270,4,23,1034,231,175,247,295,294,548,717
17031031200,1221,15.13495443,186,649,386,486,524,211,0,0,0,1,28,5,218,0,6,118,17,27,0,1,28,410,17,328,17,0,564,217,7,408,3,22,1028,193,232,241,300,262,524,697
17031031300,945,3.479853659,159,565,221,194,374,377,0,0,0,1,0,6,7,5,0,0,27,7,0,7,4,827,0,0,54,0,478,317,6,127,3,14,835,110,117,186,256,227,369,576
17031031400,1818,2.908519935,351,1007,460,393,566,859,0,0,0,0,0,6,60,0,4,0,12,47,0,2,231,1322,4,37,93,0,1042,412,11,320,1,32,1600,218,175,305,431,556,584,1234
17031031501,297,7.490895292,45,170,82,125,133,39,0,0,0,6,0,0,9,11,0,8,28,3,0,0,32,189,0,11,0,0,141,143,0,11,0,2,268,29,50,62,81,59,145,152
17031031502,341,8.533964232,62,199,80,129,166,46,0,0,0,0,0,4,84,0,0,3,55,7,0,0,0,144,2,25,17,0,202,104,6,25,1,3,256,85,75,68,82,54,164,177
17031031700,647,5.483592645,98,413,136,143,317,187,0,0,0,4,0,14,29,5,0,20,205,40,0,1,42,182,51,38,16,0,333,237,3,64,1,9,555,92,104,138,172,135,306,341
17031031800,890,15.31660812,244,489,157,186,359,345,0,0,0,5,27,21,69,0,16,2,18,127,0,0,40,385,17,109,54,0,628,191,14,44,2,11,746,144,90,163,206,187,348,542
17031031900,608,9.548941646,164,312,132,204,257,147,0,0,0,0,17,41,15,0,10,4,6,35,1,100,164,16,5,69,125,0,455,83,1,61,1,7,531,77,71,110,141,122,282,326
17031032100,1659,15.57591893,381,909,369,342,770,547,0,0,0,1,3,1,199,1,6,17,184,24,0,65,62,997,35,18,46,0,1091,301,12,233,3,19,1382,277,164,308,382,424,661,998
17031040100,1115,2.254222093,137,619,359,114,473,528,0,0,0,60,454,32,21,14,111,6,2,20,0,111,65,138,4,31,46,0,821,165,11,91,5,22,816,299,182,246,283,267,742,373
17031040201,872,4.891588122,279,435,158,375,330,167,0,0,0,9,0,12,111,21,0,22,5,156,0,57,27,177,27,162,71,15,695,66,4,94,2,11,701,171,94,149,181,169,375,497
17031040202,554,3.808591873,125,294,135,213,244,97,0,0,0,18,2,4,25,3,2,2,11,11,22,0,2,332,2,75,43,0,300,142,1,99,1,11,467,87,68,110,124,127,210,344
17031040300,371,1.956326846,76,206,89,145,156,70,0,0,0,0,0,1,0,1,1,2,3,3,3,6,0,188,155,4,4,0,228,77,0,58,0,8,317,54,31,61,106,97,109,262
17031040401,323,3.388125361,91,177,55,102,149,72,0,0,0,0,14,6,95,3,7,4,2,18,0,31,61,23,0,38,21,0,277,19,3,20,1,3,256,67,37,64,67,64,156,167
17031040402,361,2.424404787,94,208,59,97,137,127,0,0,0,2,6,3,118,0,1,0,110,27,0,2,2,26,0,37,27,0,277,44,2,35,0,3,295,66,47,74,79,67,180,181
17031040600,822,10.04204031,265,431,126,338,343,141,0,0,0,9,14,12,288,0,26,25,7,33,0,0,7,60,32,257,52,0,675,62,3,68,2,12,695,127,103,143,158,153,365,457
17031040700,538,6.08023134,148,295,95,310,164,64,0,0,0,3,2,3,12,0,0,0,3,52,0,19,12,191,33,161,47,0,333,48,4,139,5,9,460,78,90,92,105,103,199,339
17031040800,1302,22.90584486,239,782,281,298,400,604,0,0,0,0,23,0,19,0,0,0,63,5,0,0,3,1058,3,41,87,0,824,271,2,189,1,15,1171,131,125,219,353,366,348,954
17031040900,972,12.22144586,221,574,177,457,388,127,0,0,0,0,0,0,0,0,4,12,8,21,0,397,280,31,0,205,14,0,670,244,4,33,4,17,826,146,114,213,227,197,605,367
17031050100,661,7.993623103,159,390,112,161,288,212,0,0,0,18,150,12,1,4,31,22,77,46,0,113,12,52,6,95,22,0,543,57,1,49,0,11,523,138,97,104,149,152,367,294
17031050200,1243,7.712111984,363,646,234,329,538,376,0,0,0,64,64,16,141,0,14,280,47,96,1,121,24,64,3,251,57,0,1034,107,6,72,4,20,966,277,146,219,264,251,600,643
17031050300,746,7.648107471,230,388,128,188,356,202,0,0,0,23,84,8,288,0,13,1,23,114,0,16,0,25,6,45,100,0,620,67,4,36,2,17,486,260,103,132,148,133,428,318
17031050500,513,3.18126707,125,287,101,151,230,132,0,0,0,29,5,23,47,0,8,18,14,37,0,4,176,19,0,82,51,0,448,30,2,28,0,5,445,68,37,100,99,152,228,285
17031050600,2474,30.115073,618,1538,318,215,727,1532,0,0,0,12,81,2,47,0,34,1779,38,40,0,135,2,72,27,137,68,0,2080,196,15,146,1,36,2148,326,156,362,504,834,1178,1296
17031050700,155,3.817116107,85,63,7,49,58,48,0,0,0,3,1,1,0,0,0,0,3,7,0,1,3,81,1,44,10,0,139,8,0,7,0,1,140,15,9,19,25,17,59,96
17031050800,234,5.816053385,85,128,21,111,94,29,0,0,0,2,0,2,29,0,0,0,20,17,0,0,1,20,0,122,21,0,182,14,3,25,5,5,198,36,27,44,39,39,90,144
17031050900,56,1.39270835,13,27,16,22,17,17,0,0,0,0,0,0,20,0,0,6,0,4,0,2,0,0,0,15,9,0,37,3,2,13,0,1,41,15,4,6,11,22,29,27
17031051000,242,5.877085794,50,161,31,51,101,90,0,0,0,7,0,16,22,0,0,7,58,11,1,1,6,49,0,17,47,0,214,17,2,7,0,2,168,74,39,45,62,46,114,128
17031051100,430,10.6954226,101,250,79,193,155,82,0,0,0,3,0,7,85,0,0,16,8,15,0,39,3,47,0,178,29,0,360,33,5,29,0,3,325,105,67,84,89,89,192,238
17031051200,163,4.005868802,34,87,42,41,81,41,0,0,0,9,5,0,3,0,0,5,3,6,0,0,0,73,1,46,12,0,129,28,0,4,0,2,128,35,14,48,38,29,67,96
17031051300,115,1.445315411,20,76,19,23,24,68,0,0,0,17,0,25,4,0,16,4,3,13,0,1,3,3,4,10,12,0,103,0,1,9,0,2,105,10,14,15,17,49,63,52
17031051400,232,2.616060676,45,145,42,37,95,100,2,0,0,0,0,8,8,1,1,26,6,45,0,0,7,96,9,11,12,0,173,56,0,2,0,1,196,36,30,37,54,66,90,142
17031060100,255,3.169868953,82,130,43,95,101,59,0,0,0,14,0,1,18,0,3,11,6,47,0,0,27,0,8,115,5,0,204,20,1,22,2,6,219,36,35,39,48,51,133,122
17031060200,1909,24.27243352,435,1137,337,332,976,601,0,0,0,19,33,56,71,0,33,9,51,229,0,65,18,1156,16,70,83,0,1234,549,17,78,3,28,1715,194,197,377,480,420,810,1099
17031060300,549,6.949221055,128,343,78,78,161,310,0,0,0,56,10,10,5,25,154,0,16,147,0,3,5,59,24,18,17,0,476,42,5,23,0,3,501,48,39,85,140,157,306,243
17031060400,607,7.557487235,184,298,125,203,239,165,0,0,0,3,3,4,165,0,2,12,24,86,0,1,0,189,11,40,67,0,463,95,2,39,1,7,515,92,75,104,141,103,258,349
17031060500,149,2.641357388,45,73,31,29,82,38,0,0,0,6,0,4,19,0,0,0,0,13,0,6,6,19,14,43,19,0,128,10,0,7,1,3,109,40,21,22,34,27,61,88
17031060800,456,7.459710267,69,256,131,214,118,124,0,0,0,2,2,0,10,7,6,3,34,189,0,4,0,18,0,70,111,0,334,90,1,24,0,7,414,42,53,105,117,112,270,186
17031060900,699,3.130829629,145,398,156,157,283,259,0,0,0,17,48,8,64,0,2,91,49,19,0,0,123,16,10,88,164,0,565,92,2,31,0,9,563,136,78,123,159,194,379,320
17031061000,624,14.61220356,201,343,80,139,335,150,0,0,0,0,0,3,345,7,0,0,9,5,0,3,0,85,0,166,1,0,506,79,2,24,0,13,492,132,83,127,145,68,387,237
17031061100,946,22.12422411,275,450,221,452,241,253,0,0,0,0,0,2,1,0,0,4,13,9,0,6,0,0,592,319,0,0,790,102,2,34,0,18,835,111,82,164,240,185,616,330
17031061200,338,7.830871933,127,156,55,149,148,41,0,0,0,16,12,1,70,2,0,0,2,3,0,0,0,27,0,178,27,0,281,29,1,21,0,6,292,46,35,62,58,56,161,177
17031061500,501,12.44514277,211,236,54,221,182,98,0,0,0,5,0,0,163,10,2,20,4,14,0,1,0,30,10,219,23,0,450,16,3,27,0,5,441,60,39,78,102,71,201,300
17031061800,147,7.180906298,51,72,24,63,66,18,0,0,0,0,0,0,32,0,0,4,0,15,0,0,0,0,0,92,4,0,120,15,0,11,0,1,123,24,10,28,34,24,87,60
17031061901,465,11.7163055,121,247,97,138,186,141,0,0,0,6,0,8,124,39,0,0,24,17,0,0,56,2,3,151,35,0,381,39,3,35,0,7,407,58,52,106,96,90,223,242
17031061902,252,1.183221599,46,114,92,86,78,88,0,0,0,1,0,4,0,0,0,0,27,38,0,0,2,2,11,17,150,0,196,44,0,6,1,5,224,28,30,47,70,59,150,102
17031062000,650,11.69195644,253,290,107,274,273,103,0,0,0,0,0,0,130,1,0,0,1,10,16,0,41,0,1,397,53,0,516,89,5,26,4,10,539,111,64,123,114,96,386,264
17031062100,1289,21.30799715,497,660,132,530,494,265,0,0,0,0,31,33,162,16,2,3,21,79,0,26,2,71,144,602,97,0,1047,143,15,56,4,24,1080,209,139,215,219,219,764,525
17031062200,464,7.748828393,146,251,67,142,210,112,0,0,0,3,0,90,38,0,8,0,25,18,0,14,0,12,32,204,20,0,416,26,4,13,1,4,380,84,50,85,100,83,288,176
17031062300,476,11.79524458,120,273,83,125,188,163,0,0,0,0,155,21,17,0,6,0,11,16,0,3,26,17,59,116,29,0,415,26,2,25,2,6,374,102,57,94,107,98,268,208
17031062400,442,10.97778156,173,213,56,148,145,149,0,0,0,2,1,2,0,0,0,24,23,13,17,43,0,41,7,250,19,0,376,34,3,20,0,9,357,85,49,72,75,73,197,245
17031062500,1298,32.62548841,511,666,121,305,615,378,0,0,0,36,25,22,448,1,0,18,8,15,300,41,71,113,0,165,35,0,1077,122,10,65,3,21,1025,273,127,229,230,201,672,626
17031062600,880,10.79089223,269,432,179,333,380,167,0,0,0,2,39,0,429,0,1,67,6,54,0,9,0,47,1,172,53,0,668,123,3,69,0,17,720,160,103,160,181,167,351,529
17031062700,1446,17.99975821,574,694,178,504,466,476,0,0,0,46,5,35,146,103,2,51,62,70,0,6,120,227,127,393,53,0,1228,121,4,75,1,17,1203,243,129,220,270,253,695,751
17031062800,579,7.196026059,174,307,98,231,203,145,0,0,0,17,0,0,40,11,3,11,8,151,0,1,30,69,49,173,16,0,506,39,1,23,1,9,492,87,51,123,104,127,257,322
17031062900,588,7.305037289,232,291,65,224,200,164,0,0,0,8,6,5,30,1,11,3,28,118,0,13,5,52,18,260,30,0,496,44,6,33,1,8,501,87,47,83,102,124,250,338
17031063000,4478,55.87038272,1078,2434,966,942,1547,1989,0,0,0,0,6,14,367,20,5,9,27,59,0,194,91,3173,18,426,69,0,2969,743,27,673,6,60,3581,897,420,731,1034,1215,1536,2942
17031063100,1090,27.63350343,425,535,130,418,437,235,0,0,0,30,70,0,105,0,19,45,13,32,35,57,3,14,149,410,108,0,892,108,6,59,0,25,959,131,94,190,201,180,563,527
17031063200,670,3.547683587,167,352,151,186,310,174,0,0,0,0,0,6,87,5,1,0,97,40,0,0,6,245,3,88,92,0,455,132,6,62,1,14,540,130,70,143,167,123,330,340
17031063301,376,16.21251151,179,157,40,144,164,68,0,0,0,0,0,3,42,0,2,14,5,1,0,1,9,0,0,271,28,0,279,56,4,28,0,9,309,67,31,69,52,45,207,169
17031063302,306,10.21718202,66,154,86,76,111,119,0,0,0,1,2,1,19,0,0,3,6,8,0,0,0,157,0,50,59,0,228,38,1,30,3,6,244,62,43,46,67,84,143,163
17031063303,283,4.840555911,63,152,68,80,118,85,0,0,0,0,0,2,6,0,0,0,12,1,0,0,0,194,11,0,57,0,198,56,0,27,0,2,207,76,28,49,60,83,128,155
17031063400,958,24.4077788,414,415,129,419,369,170,0,0,0,0,0,3,317,0,0,14,6,79,0,0,9,14,60,371,85,0,744,130,5,68,0,11,814,144,84,153,155,152,412,546
17031070101,525,1.773607143,143,261,121,143,186,196,0,0,0,0,0,0,34,0,2,5,89,15,0,8,0,43,91,100,138,0,423,61,2,32,1,6,434,91,53,85,113,131,281,244
17031070102,912,29.59602852,337,424,151,330,362,220,0,0,0,4,16,3,325,2,8,53,8,37,0,7,0,175,10,208,56,0,686,129,8,77,0,12,743,169,93,155,168,159,424,488
17031070103,302,17.68832765,149,117,36,114,120,68,0,0,0,8,0,7,91,0,0,2,14,5,0,3,0,24,1,137,10,0,260,24,2,15,0,1,264,38,29,44,49,31,118,184
17031070200,2818,33.40273973,970,1383,465,829,1354,635,0,0,0,2,6,53,1624,0,116,17,14,32,1,29,121,109,1,433,260,0,2420,239,10,106,4,39,2496,322,229,507,587,525,1362,1456
17031070300,1571,19.59772437,706,657,208,486,691,394,0,0,0,11,7,38,194,0,60,34,17,100,0,322,66,90,110,469,53,0,1294,142,11,102,3,19,1285,286,135,231,233,266,852,719
17031070400,1131,14.11024244,416,588,127,497,340,294,0,0,0,30,0,22,107,41,5,5,36,32,4,30,0,39,514,165,101,0,978,73,6,54,2,18,966,165,105,182,204,224,520,611
17031070500,1503,19.9149644,350,815,338,327,893,283,0,0,0,0,0,0,6,695,12,0,82,17,0,232,0,382,0,50,27,0,538,875,6,61,4,19,1324,179,238,369,356,190,664,839
17031070600,458,5.401142768,184,214,60,127,230,101,0,0,0,0,0,14,41,0,0,17,1,45,1,3,0,216,0,36,84,0,341,91,2,14,0,10,351,107,46,74,75,79,124,334
17031070700,2479,14.6212895,708,1338,433,582,882,1015,0,0,0,153,70,158,1260,0,408,40,9,30,0,110,1,40,10,111,79,0,1809,525,15,104,1,25,2004,475,268,458,592,453,1335,1144
17031071000,419,5.223047827,123,208,88,133,184,102,0,0,0,2,0,8,20,0,0,5,7,24,0,0,14,3,11,250,75,0,304,82,3,27,0,3,349,70,53,76,89,78,212,207
17031071100,1456,18.10407582,574,710,172,584,473,399,0,0,0,3,18,88,360,0,11,15,36,83,0,8,0,37,202,561,34,0,1238,114,6,77,1,20,1240,216,147,238,236,261,562,894
17031071200,6430,80.01455067,1232,3932,1266,656,1584,4190,0,0,0,14,12,0,28,3,0,14,18,38,0,3,9,6037,46,190,18,0,4770,1061,29,473,9,88,5581,849,428,974,1734,2062,1429,5001
17031071300,672,8.784243841,335,270,67,317,204,151,0,0,0,14,4,3,390,2,6,0,36,24,0,8,5,15,0,83,82,0,573,51,2,34,1,11,593,79,54,104,94,85,244,428
17031071400,1758,5.373802652,553,922,283,478,619,661,0,0,0,0,0,1,56,0,8,31,48,26,0,18,435,208,1,505,421,0,1395,236,9,87,1,30,1521,237,145,282,368,410,783,975
17031071500,1656,4.140216115,549,830,277,573,634,449,0,0,1,8,14,23,193,5,8,18,111,55,6,8,43,102,534,388,139,0,1336,208,13,66,3,30,1420,236,146,330,347,284,793,863
17031071600,158,3.943609138,31,96,31,35,40,83,0,0,0,1,0,15,18,10,13,1,55,11,0,8,0,4,0,13,9,0,145,4,2,4,1,2,141,17,18,24,36,49,70,88
17031071700,100,2.530044449,20,55,25,32,33,35,0,0,0,0,0,0,0,0,0,0,2,41,0,7,1,6,0,14,29,0,92,3,0,4,0,1,87,13,10,14,28,28,41,59
17031071800,610,7.63384945,215,308,87,197,269,144,0,0,0,11,0,0,12,0,0,10,23,8,0,9,2,83,3,396,53,0,517,56,2,26,1,8,526,84,59,102,108,126,289,321
17031080100,997,15.18046305,203,547,247,176,439,382,0,0,0,4,0,9,59,4,1,6,244,108,1,10,0,4,5,251,291,0,720,200,5,49,3,20,801,196,148,210,228,208,645,352
17031080201,883,26.40965137,256,444,183,329,202,352,0,0,0,10,0,1,52,0,0,1,58,21,0,3,390,27,52,152,116,0,652,179,4,38,1,9,751,132,96,167,172,192,494,389
17031080202,1327,34.57221376,366,672,289,400,520,407,0,0,0,23,1,2,347,0,7,34,205,57,0,48,0,11,1,415,176,0,1059,208,6,39,2,13,1051,276,164,274,298,225,750,577
17031080300,2798,31.32296248,850,1498,450,988,978,832,0,0,0,25,22,34,187,6,4,29,234,176,0,171,548,111,63,817,371,0,2263,319,16,153,2,45,2357,441,282,491,567,608,1333,1465
17031080400,766,9.469658853,203,394,169,159,360,247,0,0,0,17,108,6,28,0,0,13,47,46,1,8,34,319,44,77,18,0,483,213,6,56,2,6,645,121,94,137,173,159,279,487
17031081000,3860,52.27338634,1332,1849,679,1297,1308,1255,0,0,0,22,0,20,519,1,122,92,177,176,0,354,1184,400,185,464,143,1,2764,763,14,257,3,59,3390,470,314,618,762,834,1985,1875
17031081100,4906,193.9776031,1933,2222,751,2845,1445,616,0,0,0,0,194,5,308,0,2,23,72,25,0,235,0,80,766,1146,2050,0,3782,800,34,207,8,75,4099,807,503,757,920,793,1937,2969
17031081201,11437,250.0114834,3444,5984,2009,2682,3954,4801,0,0,0,10,74,112,3993,1,6,913,248,339,336,99,17,316,100,3252,881,740,8544,1949,64,634,20,226,9510,1927,1163,1979,2344,2507,4714,6723
17031081202,1684,9.271395503,379,891,414,420,733,531,0,0,0,0,1,12,25,0,26,27,115,18,0,13,0,5,1,1179,262,0,1210,344,7,87,7,29,1277,407,299,390,357,259,1045,639
17031081300,11248,224.603963,3636,5817,1795,2633,3755,4860,0,0,0,89,138,83,2361,40,649,161,531,1750,20,1490,4,219,85,3022,606,0,8603,1816,67,575,12,175,9243,2005,1163,1906,2247,2296,5510,5738
17031081401,20338,294.0919771,5023,11547,3768,2291,4165,13882,4,0,0,0,19,93,2911,1,376,61,278,739,129,149,1269,11037,2,1221,2030,19,13916,4265,76,1778,26,277,17637,2701,1564,3236,4835,5680,6945,13393
17031081402,4017,27.63353433,1188,2170,659,1010,1076,1931,0,0,1188,19,31,11,181,453,139,10,83,317,0,80,0,169,359,846,131,0,2713,1078,26,141,2,57,3200,817,393,735,876,825,2470,1547
17031081403,15348,34.1431865,3705,8713,2930,2902,4071,8375,0,0,4,32,103,181,738,91,4791,563,735,3015,67,1017,2,263,230,2795,721,0,11792,2551,56,736,15,198,13144,2204,1334,2354,3361,4594,7798,7550
17031081500,22483,307.9632473,6206,12515,3762,4351,6841,11291,0,0,500,47,150,212,3311,113,600,636,295,4138,1007,1985,330,270,216,5339,3324,10,16852,3851,93,1373,18,296,19505,2978,1914,3598,4840,5925,10456,12027
17031081600,4869,148.3650824,1726,2488,655,1304,2049,1516,0,0,0,76,7,6,468,0,160,70,156,357,12,214,62,36,117,2953,175,0,3901,657,16,203,5,87,3943,926,561,842,918,822,2663,2206
17031081700,19839,216.0705669,5580,11178,3081,2877,5727,11235,0,0,11,256,114,412,401,58,606,2379,619,5015,65,2097,409,600,120,5254,1423,0,15486,2731,69,1245,22,286,17248,2591,1587,3033,3957,5682,9837,10002
17031081800,31867,172.7214463,7043,19594,5230,3714,7243,20910,0,0,0,302,99,1335,1720,9903,2181,980,1163,8103,180,887,840,263,807,2367,671,66,20276,9223,110,1852,42,364,28049,3818,3066,6087,7513,8158,18227,13640
17031081900,117,3.437200371,29,71,17,58,45,14,0,0,0,0,3,0,6,1,0,0,1,14,0,0,0,0,0,72,20,0,84,26,1,5,1,0,91,26,18,29,21,20,77,40
17031090100,497,2.155422068,83,308,106,237,134,126,0,0,0,6,0,3,6,1,6,8,8,78,0,179,60,30,0,45,67,0,413,52,0,27,1,4,432,65,36,91,123,164,281,216
17031090200,802,2.090482729,211,407,184,293,265,244,0,0,0,70,11,25,117,5,0,102,13,62,0,29,17,86,2,222,41,0,723,21,3,39,0,16,686,116,73,156,158,204,397,405
17031090300,1704,13.89977865,440,783,481,484,852,368,0,0,0,36,85,73,7,1,0,14,115,317,0,866,41,115,0,24,10,0,1204,414,3,59,0,24,1450,254,193,356,397,318,942,762
17031100100,1832,6.295513738,371,980,481,535,832,465,0,0,0,93,77,61,51,6,9,98,8,39,0,668,39,491,0,118,74,0,1413,183,14,199,1,22,1414,418,273,349,416,423,782,1050
17031100200,1184,2.293783207,226,650,308,363,463,358,0,0,0,156,67,78,102,5,5,54,47,104,0,155,56,173,0,82,100,0,961,101,5,103,3,11,990,194,163,227,292,276,635,549
17031100300,1067,1.888304834,302,506,259,324,493,250,0,0,0,49,1,2,6,6,0,10,0,12,0,2,106,473,0,336,64,0,722,272,3,54,0,16,870,197,155,191,237,182,362,705
17031100400,7463,31.09567694,1015,4051,2397,1046,2672,3745,0,0,0,26,7,1,54,0,0,0,5,5,0,1,0,7356,1,5,2,0,4795,899,40,1608,17,104,6348,1115,609,1133,1935,2771,1872,5591
